0,14.4341,44.9501,57.8618,41.6325,28.6623,49.6888,48.5609,46.6311,78.0303,73.8932,0
14.4341,0,48.6591,61.5708,27.1984,14.2282,35.2547,34.1268,32.197,63.5962,59.4591,14.4341
44.9501,48.6591,0,12.9117,63.2099,41.3236,40.191,71.8855,79.5212,38.9915,50.6743,44.9501
57.8618,61.5708,12.9117,0,76.1216,54.2353,53.1027,84.7972,92.4329,51.9032,63.586,57.8618
41.6325,27.1984,63.2099,76.1216,0,21.8863,23.0189,8.67554,16.3113,36.3977,32.2607,41.6325
28.6623,14.2282,41.3236,54.2353,21.8863,0,21.0266,30.5619,38.1976,49.368,45.231,28.6623
49.6888,35.2547,40.191,53.1027,23.0189,21.0266,0,31.6944,39.3302,28.3414,24.2044,49.6888
48.5609,34.1268,71.8855,84.7972,8.67554,30.5619,31.6944,0,7.63575,32.894,25.3323,48.5609
46.6311,32.197,79.5212,92.4329,16.3113,38.1976,39.3302,7.63575,0,40.5297,28.8469,46.6311
78.0303,63.5962,38.9915,51.9032,36.3977,49.368,28.3414,32.894,40.5297,0,11.6828,78.0303
73.8932,59.4591,50.6743,63.586,32.2607,45.231,24.2044,25.3323,28.8469,11.6828,0,73.8932
0,0,0,0,0,0,0,0,0,0,0,0
