0.000000000000000000e+00,2.441621979443601731e+01,1.498622104378482511e+01,1.483806596980785564e+01,1.381474278712833126e+01,1.466860036472797724e+01,4.401393958368871928e+00,5.592120343550671890e+00,1.681624404111945381e+01,4.597399773535260969e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.237544511399980074e+01,2.044323503332038428e+01,2.047525196612340181e+01,1.226210819051545720e+01,2.506168132674741500e+01,2.413479911808734002e+01,1.195154142421144527e+01,2.800056420059570783e+01,2.441621979443601731e+01
0.000000000000000000e+00,1.237544511399980074e+01,0.000000000000000000e+00,1.933569641089595592e+01,1.875427157881713569e+01,5.042342696290514903e-01,1.746266034775223730e+01,1.727502773085333132e+01,1.366550364780738924e+01,1.941348851458734259e+01,1.498622104378482511e+01
0.000000000000000000e+00,2.044323503332038428e+01,1.933569641089595592e+01,0.000000000000000000e+00,1.026447755098354397e+00,1.883153369628861640e+01,1.161138102387595161e+01,9.984919709858807835e+00,8.498714510312208148e+00,1.485641359102059056e+01,1.483806596980785564e+01
0.000000000000000000e+00,2.047525196612340181e+01,1.875427157881713569e+01,1.026447755098354397e+00,0.000000000000000000e+00,1.825100262709836940e+01,1.059812175747181939e+01,8.971904699714526643e+00,8.598279229168340976e+00,1.386039145975859022e+01,1.381474278712833126e+01
0.000000000000000000e+00,1.226210819051545720e+01,5.042342696290514903e-01,1.883153369628861640e+01,1.825100262709836940e+01,0.000000000000000000e+00,1.706423450231930872e+01,1.684933134874820126e+01,1.319766553816425692e+01,1.906693177873274436e+01,1.466860036472797724e+01
0.000000000000000000e+00,2.506168132674741500e+01,1.746266034775223730e+01,1.161138102387595161e+01,1.059812175747181939e+01,1.706423450231930872e+01,0.000000000000000000e+00,1.626462687845119381e+00,1.563366321033741713e+01,3.420404802516611831e+00,4.401393958368871928e+00
0.000000000000000000e+00,2.413479911808734002e+01,1.727502773085333132e+01,9.984919709858807835e+00,8.971904699714526643e+00,1.684933134874820126e+01,1.626462687845119381e+00,0.000000000000000000e+00,1.428585061644132281e+01,4.973113940529179544e+00,5.592120343550671890e+00
0.000000000000000000e+00,1.195154142421144527e+01,1.366550364780738924e+01,8.498714510312208148e+00,8.598279229168340976e+00,1.319766553816425692e+01,1.563366321033741713e+01,1.428585061644132281e+01,0.000000000000000000e+00,1.899929030571614064e+01,1.681624404111945381e+01
0.000000000000000000e+00,2.800056420059570783e+01,1.941348851458734259e+01,1.485641359102059056e+01,1.386039145975859022e+01,1.906693177873274436e+01,3.420404802516611831e+00,4.973113940529179544e+00,1.899929030571614064e+01,0.000000000000000000e+00,4.597399773535260969e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
