0,3.43071,3.51549,3.06209,3.46037,3.42724,4.37433,1.45052,3.12698,3.65564,3.32795,0
3.43071,0,3.90008,5.91938,5.26508,5.25392,1.27821,3.71363,3.69246,2.49136,0.378943,3.43071
3.51549,3.90008,0,3.46294,6.93731,1.8986,3.7528,4.88948,0.388522,5.85013,4.14452,3.51549
3.06209,5.91938,3.46294,0,5.88865,1.79001,6.42974,4.26531,3.23603,6.70311,5.95801,3.06209
3.46037,5.26508,6.93731,5.88865,0,6.78656,6.53115,2.04834,6.55136,3.48824,4.94343,3.46037
3.42724,5.25392,1.8986,1.79001,6.78656,0,5.4252,4.86366,1.81078,6.67755,5.40231,3.42724
4.37433,1.27821,3.7528,6.42974,6.53115,5.4252,0,4.89313,3.66717,3.68863,1.63574,4.37433
1.45052,3.71363,4.88948,4.26531,2.04834,4.86366,4.89313,0,4.50398,2.90553,3.47259,1.45052
3.12698,3.69246,0.388522,3.23603,6.55136,1.81078,3.66717,4.50398,0,5.54294,3.91238,3.12698
3.65564,2.49136,5.85013,6.70311,3.48824,6.67755,3.68863,2.90553,5.54294,0,2.1131,3.65564
3.32795,0.378943,4.14452,5.95801,4.94343,5.40231,1.63574,3.47259,3.91238,2.1131,0,3.32795
0,0,0,0,0,0,0,0,0,0,0,0
