0,5.26965,7.81141,2.6967,5.72553,6.67798,0.988024,6.28701,5.01778,1.00896,7.99757,0
5.26965,0,7.16158,7.92412,3.02977,5.77598,5.59186,9.63116,7.95808,5.58492,7.55323,5.26965
7.81141,7.16158,0,8.88396,4.16369,1.4025,7.09692,6.08373,4.97777,8.79368,0.428965,7.81141
2.6967,7.92412,8.88396,0,7.8881,8.05475,2.42294,5.22618,4.63998,2.86951,8.94807,2.6967
5.72553,3.02977,4.16369,7.8881,0,2.81158,5.50756,7.80967,6.16488,6.47518,4.56876,5.72553
6.67798,5.77598,1.4025,8.05475,2.81158,0,6.05696,6.12168,4.72926,7.63077,1.77847,6.67798
0.988024,5.59186,7.09692,2.42294,5.50756,6.05696,0,5.31208,4.03112,1.94144,7.24833,0.988024
6.28701,9.63116,6.08373,5.22618,7.80967,6.12168,5.31208,0,1.68195,7.13102,5.89658,6.28701
5.01778,7.95808,4.97777,4.63998,6.16488,4.72926,4.03112,1.68195,0,5.95129,4.88822,5.01778
1.00896,5.58492,8.79368,2.86951,6.47518,7.63077,1.94144,7.13102,5.95129,0,8.98936,1.00896
7.99757,7.55323,0.428965,8.94807,4.56876,1.77847,7.24833,5.89658,4.88822,8.98936,0,7.99757
0,0,0,0,0,0,0,0,0,0,0,0
