0,3.83985,6.98517,9.17405,5.9492,4.90533,6.51517,10.2357,7.94994,10.7831,10.9961,0
3.83985,0,10.3635,12.7996,8.26425,7.18413,7.64498,8.37771,5.126,12.5512,12.3865,3.83985
6.98517,10.3635,0,2.78018,3.64284,4.08747,6.08243,12.7611,12.4417,6.59364,7.53847,6.98517
9.17405,12.7996,2.78018,0,6.37756,6.86732,8.7999,15.5159,15.1969,8.32296,9.4531,9.17405
5.9492,8.26425,3.64284,6.37756,0,1.09618,2.44081,9.13943,9.17491,4.87925,5.29126,5.9492
4.90533,7.18413,4.08747,6.86732,1.09618,0,2.4232,8.75906,8.40405,5.87975,6.17069,4.90533
6.51517,7.64498,6.08243,8.7999,2.44081,2.4232,0,6.74551,7.25825,4.95237,4.75124,6.51517
10.2357,8.37771,12.7611,15.5159,9.13943,8.75906,6.74551,0,3.7471,10.1277,9.1683,10.2357
7.94994,5.126,12.4417,15.1969,9.17491,8.40405,7.25825,3.7471,0,11.8073,11.1443,7.94994
10.7831,12.5512,6.59364,8.32296,4.87925,5.87975,4.95237,10.1277,11.8073,0,1.25825,10.7831
10.9961,12.3865,7.53847,9.4531,5.29126,6.17069,4.75124,9.1683,11.1443,1.25825,0,10.9961
0,0,0,0,0,0,0,0,0,0,0,0
