0.000000000000000000e+00,1.492021010866864295e+01,3.122964040071913416e+01,6.054885207037045802e+01,2.895442478572392986e+01,4.329184284213994260e+01,1.381659744668942125e+01,8.150679512994251752e+00,7.180782353772153215e+01,3.030978227501437772e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.910200318536968211e+01,5.842121485502099176e+01,2.157516568861613848e+01,4.116420562679048345e+01,6.671873744058325784e+00,6.769530595674390305e+00,6.968018632237208010e+01,2.818214505966492567e+01,1.492021010866864295e+01
0.000000000000000000e+00,2.910200318536968211e+01,0.000000000000000000e+00,3.385032220050564433e+01,3.552808305098183439e+01,1.960360083550030907e+01,3.577387692942800612e+01,3.267089507639308721e+01,4.057818313700239798e+01,2.061389298658330205e+01,3.122964040071913416e+01
0.000000000000000000e+00,5.842121485502099176e+01,3.385032220050564433e+01,0.000000000000000000e+00,3.684604916640486039e+01,5.345392303600595341e+01,6.509308859907932288e+01,6.199010674604440396e+01,1.125897146735107412e+01,3.023906979535607320e+01,6.054885207037045802e+01
0.000000000000000000e+00,2.157516568861613848e+01,3.552808305098183439e+01,3.684604916640486039e+01,0.000000000000000000e+00,5.513168388648214346e+01,2.824703943267446249e+01,2.514405757963954358e+01,4.810502063375593451e+01,1.491419006439853234e+01,2.895442478572392986e+01
0.000000000000000000e+00,4.116420562679048345e+01,1.960360083550030907e+01,5.345392303600595341e+01,5.513168388648214346e+01,0.000000000000000000e+00,4.783607937084880746e+01,4.473309751781388854e+01,5.178982901419787055e+01,4.021749382208361112e+01,4.329184284213994260e+01
0.000000000000000000e+00,6.671873744058325784e+00,3.577387692942800612e+01,6.509308859907932288e+01,2.824703943267446249e+01,4.783607937084880746e+01,0.000000000000000000e+00,5.665917933695168607e+00,7.635206006643039700e+01,3.485401880372324968e+01,1.381659744668942125e+01
0.000000000000000000e+00,6.769530595674390305e+00,3.267089507639308721e+01,6.199010674604440396e+01,2.514405757963954358e+01,4.473309751781388854e+01,5.665917933695168607e+00,0.000000000000000000e+00,7.324907821339547809e+01,3.175103695068833076e+01,8.150679512994251752e+00
0.000000000000000000e+00,6.968018632237208010e+01,4.057818313700239798e+01,1.125897146735107412e+01,4.810502063375593451e+01,5.178982901419787055e+01,7.635206006643039700e+01,7.324907821339547809e+01,0.000000000000000000e+00,4.149804126270714733e+01,7.180782353772153215e+01
0.000000000000000000e+00,2.818214505966492567e+01,2.061389298658330205e+01,3.023906979535607320e+01,1.491419006439853234e+01,4.021749382208361112e+01,3.485401880372324968e+01,3.175103695068833076e+01,4.149804126270714733e+01,0.000000000000000000e+00,3.030978227501437772e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
