0,40.9179,22.928,29.8967,27.2696,52.201,60.3712,33.0116,36.7918,50.7772,17.4797,0
40.9179,0,17.9899,11.0212,13.6483,13.3684,19.4533,17.9683,10.0186,9.85931,23.4382,40.9179
22.928,17.9899,0,11.2601,4.34162,29.273,37.4432,35.1002,13.8638,27.8492,12.3906,22.928
29.8967,11.0212,11.2601,0,7.55208,22.3043,30.4745,23.8401,6.89511,20.8805,12.417,29.8967
27.2696,13.6483,4.34162,7.55208,0,24.9314,33.1016,31.3922,9.52222,23.5076,9.78984,27.2696
52.201,13.3684,29.273,22.3043,24.9314,0,15.0023,31.3367,15.4092,18.7014,34.7213,52.201
60.3712,19.4533,37.4432,30.4745,33.1016,15.0023,0,27.3596,23.5794,9.594,42.8915,60.3712
33.0116,17.9683,35.1002,23.8401,31.3922,31.3367,27.3596,0,27.9869,17.7656,22.7095,33.0116
36.7918,10.0186,13.8638,6.89511,9.52222,15.4092,23.5794,27.9869,0,15.3517,19.3121,36.7918
50.7772,9.85931,27.8492,20.8805,23.5076,18.7014,9.594,17.7656,15.3517,0,33.2975,50.7772
17.4797,23.4382,12.3906,12.417,9.78984,34.7213,42.8915,22.7095,19.3121,33.2975,0,17.4797
0,0,0,0,0,0,0,0,0,0,0,0
