0,11.6652,32.3981,61.3858,10.7374,9.76018,13.0562,22.3939,61.2682,54.6191,62.0091,0
11.6652,0,36.9762,49.7206,1.08336,9.07904,20.1863,25.3648,49.603,42.9539,50.3439,11.6652
32.3981,36.9762,0,28.9877,35.8928,27.8972,19.3418,11.6113,30.8295,27.8658,29.611,32.3981
61.3858,49.7206,28.9877,0,50.6485,51.6256,48.3296,38.9919,3.22297,6.76672,0.623239,61.3858
10.7374,1.08336,35.8928,50.6485,0,7.99568,19.103,24.2815,50.5308,43.8817,51.2717,10.7374
9.76018,9.07904,27.8972,51.6256,7.99568,0,11.1073,16.2858,51.508,44.8589,52.2489,9.76018
13.0562,20.1863,19.3418,48.3296,19.103,11.1073,0,9.33767,48.2119,41.5628,48.9528,13.0562
22.3939,25.3648,11.6113,38.9919,24.2815,16.2858,9.33767,0,38.8742,32.2252,39.6151,22.3939
61.2682,49.603,30.8295,3.22297,50.5308,51.508,48.2119,38.8742,0,6.64906,3.35772,61.2682
54.6191,42.9539,27.8658,6.76672,43.8817,44.8589,41.5628,32.2252,6.64906,0,7.38996,54.6191
62.0091,50.3439,29.611,0.623239,51.2717,52.2489,48.9528,39.6151,3.35772,7.38996,0,62.0091
0,0,0,0,0,0,0,0,0,0,0,0
