0,7.0442,5.82693,6.15511,7.1076,3.66491,4.13616,1.85587,4.70343,2.99163,5.07294,0
7.0442,0,4.42915,2.13247,0.916328,4.09365,5.25309,5.44522,2.86726,5.4045,3.08663,7.0442
5.82693,4.42915,0,2.29831,5.21269,2.38601,6.9449,5.32369,2.31422,2.88099,1.68284,5.82693
6.15511,2.13247,2.29831,0,2.94633,2.60794,5.76756,4.97161,1.45214,3.82076,1.22967,6.15511
7.1076,0.916328,5.21269,2.94633,0,4.53901,4.78049,5.38707,3.39639,5.83284,3.74254,7.1076
3.66491,4.09365,2.38601,2.60794,4.53901,0,4.71505,2.93838,1.25534,1.31085,1.43063,3.66491
4.13616,5.25309,6.9449,5.76756,4.78049,4.71505,0,2.50139,4.73169,5.25684,5.3845,4.13616
1.85587,5.44522,5.32369,4.97161,5.38707,2.93838,2.50139,0,3.57648,3.00194,4.11227,1.85587
4.70343,2.86726,2.31422,1.45214,3.39639,1.25534,4.73169,3.57648,0,2.55552,0.657152,4.70343
2.99163,5.4045,2.88099,3.82076,5.83284,1.31085,5.25684,3.00194,2.55552,0,2.59402,2.99163
5.07294,3.08663,1.68284,1.22967,3.74254,1.43063,5.3845,4.11227,0.657152,2.59402,0,5.07294
0,0,0,0,0,0,0,0,0,0,0,0
